Kanton;BFS Code;Gemeindename;PLZ;Ortsbezeichnung;Orts Bez Post;Jahr
TG;4551;Aadorf;8355;Aadorf;Aadorf;2014
AG;4001;Aarau;5000;Aarau;Aarau;2014
AG;4001;Aarau;5032;Aarau Rohr;Rohr;2014
BE;301;Aarberg;3270;Aarberg;Spins;2014
AG;4271;Aarburg;4663;Aarburg;Aarburg;2014
BE;321;Aarwangen;4912;Aarwangen;Mumenthal;2014
ZH;119;Seegräben;8607;Aathal-Seegräben;Aathal;2014
TG;4551;Aadorf;8522;Aawangen;Aawangen;2014
BE;843;Saanen;1657;Abländschen;Abländschen;2014
AG;4221;Abtwil;5646;Abtwil AG;Abtwil;2014
SG;3442;Gaiserwald;9030;Abtwil SG;Abtwil;2014
BE;563;Frutigen;3725;Achseten;Achseten;2014
VD;5621;Aclens;1123;Aclens;Aclens;2014
TI;5048;Acquarossa;6716;Acquarossa;Acquarossa;2014
BE;561;Adelboden;3715;Adelboden;Boden;2014
ZH;111;Bäretswil;8345;Adetswil;Adetswil;2014
LU;1051;Adligenswil;6043;Adligenswil;Adligenswil;2014
ZH;21;Adlikon;8452;Adlikon;Adlikon bei Andelfingen;2014
ZH;96;Regensdorf;8106;Adlikon b.Regensdf;Adlikon bei Regensdorf;2014
ZH;131;Adliswil;8134;Adliswil;Oberleimbach;2014
SO;2421;Aedermannsdorf;4714;Aedermannsdorf;Aedermannsdorf;2014
BE;401;Aefligen;3426;Aefligen;Aefligen;2014
BE;731;Aegerten;2558;Aegerten;Aegerten;2014
ZH;223;Neftenbach;8412;Aesch (Neftenbach);Aesch bei Neftenbach;2014
BL;2761;Aesch (BL);4147;Aesch BL;Aesch;2014
LU;1021;Aesch (LU);6287;Aesch LU;Aesch;2014
ZH;241;Aesch (ZH);8904;Aesch ZH;Aesch (ZH);2014
BE;901;Eggiwil;3536;Aeschau;Aeschau;2014
BE;562;Aeschi bei Spiez;3703;Aeschi b. Spiez;Aeschi bei Spiez;2014
SO;2511;Aeschi (SO);4556;Aeschi SO;Aeschi;2014
BE;619;Oberdiessbach;3672;Aeschlen;Aeschlen bei Oberdiessbach;2014
BE;938;Sigriswil;3656;Aeschlen ob Gunten;Aeschlen bei Sigriswil;2014
SO;2465;Buchegg;4583;Aetigkofen;Aetigkofen;2014
SO;2465;Buchegg;4587;Aetingen;Aetingen;2014
AG;4239;Sins;5645;Aettenschwil;Aettenschwil;2014
ZH;1;Aeugst am Albis;8914;Aeugst am Albis;Aeugst am Albis;2014
TG;4711;Affeltrangen;9556;Affeltrangen;Affeltrangen;2014
ZH;2;Affoltern am Albis;8910;Affoltern am Albis;Affoltern am Albis;2014
BE;951;Affoltern im Emmental;3416;Affoltern BE;Affoltern im Emmental;2014
VS;6101;Agarn;3951;Agarn;Agarn;2014
TI;5138;Cugnasco-Gerra;6597;Agarone;Medoscio;2014
ZH;174;Illnau-Effretikon;8308;Agasul;Agasul;2014
VD;5742;Agiez;1352;Agiez;Agiez;2014
TI;5141;Agno;6982;Agno;Agno;2014
TI;5236;Collina d'Oro;6927;Agra;Agra;2014
FR;2276;Ried bei Kerzers;3216;Agriswil;Agriswil;2014
VD;5401;Aigle;1860;Aigle;Aigle;2014
GE;6643;Vernier;1219;Aïre;Aïre;2014
GE;6601;Aire-la-Ville;1288;Aire-la-Ville;Aire-la-Ville;2014
TI;5061;Airolo;6780;Airolo;Airolo;2014
LU;1121;Alberswil;6248;Alberswil;Alberswil;2014
FR;2121;Haut-Intyamon;1669;Albeuve;Albeuve;2014
VS;6102;Albinen;3955;Albinen;Albinen;2014
BE;855;Schwarzenburg;3183;Albligen;Albligen;2014
BE;420;Rüdtligen-Alchenflüh;3422;Alchenflüh;Alchenflüh;2014
BE;402;Alchenstorf;3473;Alchenstorf;Alchenstorf;2014
TI;5192;Lugano;6974;Aldesago;Aldesago;2014
SG;3408;Uzwil;9249;Algetshausen;Algetshausen;2014
AG;4239;Sins;5643;Alikon;Alikon;2014
VD;5851;Allaman;1165;Allaman;Allaman;2014
JU;6771;Alle;2942;Alle;Alle;2014
VD;5477;Cossonay;1304;Allens;Allens;2014
ZG;1701;Baar;6319;Allenwinden;Allenwinden;2014
SO;2579;Hägendorf;4615;Allerheiligenberg;Allerheiligenberg;2014
BE;630;Allmendingen;3112;Allmendingen b. BE;Allmendingen bei Bern;2014
BL;2762;Allschwil;4123;Allschwil;Allschwil;2014
GR;3631;Almens;7416;Almens;Almens;2014
ZG;1706;Oberägeri;6315;Alosen;Alosen;2014
GR;3561;Poschiavo;7710;Alp Grüm;Alp Grüm;2014
OW;1401;Alpnach;6055;Alpnach Dorf;Alpnach Dorf;2014
OW;1401;Alpnach;6053;Alpnachstad;Alpnachstad;2014
SZ;1361;Alpthal;8849;Alpthal;Alpthal;2014
SG;3359;Wildhaus-Alt St. Johann;9656;Alt St. Johann;Alt St. Johann;2014
LU;1122;Altbüron;6147;Altbüron;Altbüron;2014
SH;2920;Thayngen;8243;Altdorf SH;Altdorf;2014
UR;1201;Altdorf (UR);6460;Altdorf UR;Altdorf;2014
ZH;33;Kleinandelfingen;8453;Alten;Alten;2014
SZ;1341;Altendorf;8852;Altendorf;Altendorf;2014
SG;3237;Thal;9423;Altenrhein;Altenrhein;2014
FR;2291;Alterswil;1715;Alterswil FR;Alterswil;2014
TG;4666;Kemmental;8573;Alterswilen;Alterswilen;2014
ZH;211;Altikon;8479;Altikon;Altikon;2014
LU;1123;Altishofen;6246;Altishofen;Altishofen;2014
TG;4641;Altnau;8595;Altnau;Altnau;2014
SG;3251;Altstätten;9450;Altstätten SG;Altstätten;2014
LU;1022;Altwis;6286;Altwis;Altwis;2014
GR;3511;Alvaneu;7473;Alvaneu Bad;Alvaneu Bad;2014
GR;3511;Alvaneu;7492;Alvaneu Dorf;Alvaneu Dorf;2014
GR;3501;Alvaschein;7451;Alvaschein;Alvaschein;2014
GR;3681;Avers;7447;Am Bach (Avers);Am Bach;2014
TI;5079;Quinto;6775;Ambrì;Ambrì;2014
SG;3311;Amden;8873;Amden;Amden;2014
VS;6242;Mollens (VS);3963;Aminona;Aminona-sur-Sierre;2014
TG;4881;Amlikon-Bissegg;8514;Amlikon-Bissegg;Amlikon;2014
AG;4191;Ammerswil;5600;Ammerswil AG;Ammerswil;2014
BE;303;Grossaffoltern;3257;Ammerzwil BE;Ammerzwil;2014
TG;4461;Amriswil;8580;Amriswil;Amriswil;2014
BE;921;Amsoldingen;3633;Amsoldingen;Amsoldingen;2014
UR;1216;Silenen;6474;Amsteg;Amsteg;2014
GR;3701;Andeer;7440;Andeer;Andeer;2014
ZH;30;Andelfingen;8450;Andelfingen;Andelfingen;2014
UR;1202;Andermatt;6490;Andermatt;Andermatt;2014
TG;4891;Berg (TG);8572;Andhausen;Andhausen;2014
GR;3611;Andiast;7159;Andiast;Andiast;2014
SG;3441;Andwil (SG);9204;Andwil SG;Andwil;2014
TG;4901;Birwinken;8586;Andwil TG;Andwil;2014
AG;4082;Wohlen (AG);5611;Anglikon;Anglikon;2014
GE;6602;Anières;1247;Anières;Chevrens;2014
BL;2841;Anwil;4469;Anwil;Anwil;2014
VS;6082;Ayent;1972;Anzère;Anzère;2014
TI;5072;Faido;6748;Anzonico;Anzonico;2014
AI;3103;Rüte;9050;Appenzell;Appenzell;2014
VD;5421;Apples;1143;Apples;Apples;2014
VS;6266;Sion;1994;Aproz (Nendaz);Aproz;2014
TI;5049;Blenio;6719;Aquila;Aquila;2014
VD;5613;Bourg-en-Lavaux;1091;Aran;Aran;2014
TI;5143;Aranno;6994;Aranno;Aranno;2014
VS;6261;Arbaz;1974;Arbaz;Arbaz;2014
TI;5001;Arbedo-Castione;6517;Arbedo;Arbedo;2014
BL;2881;Arboldswil;4424;Arboldswil;Arboldswil;2014
TG;4401;Arbon;9320;Arbon;Arbon;2014
TI;5115;Losone;6618;Arcegno;Arcegno;2014
BE;381;Arch;3296;Arch;Arch;2014
FR;2171;Arconciel;1732;Arconciel;Arconciel;2014
GR;3741;Ardez;7546;Ardez;Ardez;2014
VS;6021;Ardon;1957;Ardon;Ardon;2014
NE;6404;Boudry;2015;Areuse;Areuse;2014
GR;3672;Safiental;7104;Arezen;Arezen;2014
VS;6082;Ayent;1966;Argnou (Ayent);Argnoud;2014
BL;2821;Arisdorf;4422;Arisdorf;Arisdorf;2014
AG;4222;Aristau;5628;Aristau;Aristau;2014
BL;2763;Arlesheim;4144;Arlesheim;Arlesheim;2014
SG;3443;Gossau (SG);9212;Arnegg;Arnegg;2014
VD;5701;Arnex-sur-Nyon;1277;Arnex-sur-Nyon;Arnex-sur-Nyon;2014
VD;5743;Arnex-sur-Orbe;1321;Arnex-sur-Orbe;Arnex-sur-Orbe;2014
AG;4061;Arni (AG);8905;Arni AG;Arni;2014
BE;602;Arni (BE);3508;Arni BE;Arnisäge;2014
TI;5144;Arogno;6822;Arogno;Arogno;2014
VS;6083;Evolène;1986;Arolla;Arolla;2014
GR;3921;Arosa;7050;Arosa;Arosa;2014
TI;5237;Alto Malcantone;6939;Arosio;Arosio;2014
SZ;1362;Arth;6415;Arth;Arth;2014
VD;5409;Ollon;1884;Arveyes;Arveyes;2014
GR;3801;Arvigo;6543;Arvigo;Arvigo;2014
VS;6266;Sion;1991;Arvillard (Salins);Arvillard;2014
VD;5702;Arzier;1273;Arzier;Arzier;2014
TI;5254;Mendrisio;6864;Arzo;Arzo;2014
GR;3893;St. Antönien;7245;Ascharina;Ascharina;2014
TI;5091;Ascona;6612;Ascona;Ascona;2014
AG;4004;Densbüren;5025;Asp;Herzberg;2014
VD;5511;Assens;1042;Assens;Assens;2014
TI;5146;Astano;6999;Astano;Astano;2014
JU;6810;La Baroche;2954;Asuel;Asuel;2014
GE;6611;Chancy;1285;Athenaz (Avusy);Le Cannelet;2014
FR;2321;Attalens;1616;Attalens;Attalens;2014
AG;4272;Attelwil;5056;Attelwil;Attelwil;2014
ZH;298;Wiesendangen;8544;Attikon;Attikon;2014
UR;1203;Attinghausen;6468;Attinghausen;Attinghausen;2014
BE;971;Attiswil;4536;Attiswil;Attiswil;2014
SG;3231;Au (SG);9434;Au SG;Au;2014
TG;4726;Fischingen;8376;Au TG;Au;2014
ZH;142;Wädenswil;8804;Au ZH;Au;2014
VD;5422;Aubonne;1170;Aubonne;Aubonne;2014
FR;2061;Auboranges;1673;Auboranges;Auboranges;2014
VS;6139;Riddes;1914;Auddes-sur-Riddes;Auddes-sur-Riddes;2014
AG;4091;Auenstein;5105;Auenstein;Auenstein;2014
GR;3808;Rossa;6547;Augio;Augio;2014
BL;2822;Augst;4302;Augst BL;Augst;2014
FR;2050;Les Montets;1484;Aumont;Aumont;2014
TI;5137;Isorno;6661;Auressio;Auressio;2014
TI;5317;Maggia;6677;Aurigeno;Aurigeno;2014
ZH;177;Pfäffikon;8331;Auslikon;Auslikon;2014
VS;6191;Ausserberg;3938;Ausserberg;Ausserberg;2014
VS;6056;Ernen;3995;Ausserbinn;Ausserbinn;2014
GR;3713;Ferrera;7444;Ausserferrera;Ausserferrera;2014
BE;322;Auswil;4944;Auswil;Auswil;2014
FR;2172;Autafond;1782;Autafond;Autafond;2014
FR;2052;Vernay;1475;Autavaux;Autavaux;2014
FR;2173;Autigny;1742;Autigny;Autigny;2014
NE;6416;Milvignes;2012;Auvernier;Auvernier;2014
AG;4223;Auw;5644;Auw;Auw;2014
TI;5324;Avegno Gordevio;6670;Avegno;Avegno;2014
VS;6023;Conthey;1976;Aven;Aven;2014
VD;5451;Avenches;1580;Avenches;Avenches;2014
FR;2122;Pont-en-Ogoz;1644;Avry-devant-Pont;Avry-devant-Pont;2014
FR;2174;Avry;1754;Avry-sur-Matran;Avry-sur-Matran;2014
GE;6603;Avully;1237;Avully;Avully;2014
BE;573;Brienz (BE);3855;Axalp;Axalp;2014
VS;6252;Anniviers;3961;Ayer;Ayer;2014
SG;3276;Wartau;9478;Azmoos;Azmoos;2014
ZG;1701;Baar;6340;Baar;Baar;2014
VS;6024;Nendaz;1996;Baar (Nendaz);Baar;2014
SZ;1322;Freienbach;8806;Bäch SZ;Bäch;2014
ZH;51;Bachenbülach;8184;Bachenbülach;Bachenbülach;2014
SG;3372;Hemberg;9633;Bächli (Hemberg);Bächli;2014
ZH;81;Bachs;8164;Bachs;Bachs;2014
SG;3294;Pfäfers;7310;Bad Ragaz;Pfäfers Bad;2014
AG;4323;Bad Zurzach;5330;Bad Zurzach;Bad Zurzach;2014
AG;4021;Baden;5400;Baden;Baden;2014
LU;1031;Hochdorf;6283;Baldegg;Baldegg;2014
AG;4301;Baldingen;5333;Baldingen;Baldingen;2014
TI;5242;Balerna;6828;Balerna;Balerna;2014
SG;3232;Balgach;9436;Balgach;Balgach;2014
VD;5744;Ballaigues;1338;Ballaigues;Ballaigues;2014
VD;5423;Ballens;1144;Ballens;Ballens;2014
BE;540;Jegenstorf;3303;Ballmoos;Ballmoos;2014
LU;1023;Ballwil;6275;Ballwil;Ballwil;2014
SO;2541;Balm bei Günsberg;4525;Balm b. Günsberg;Balm bei Günsberg;2014
SO;2457;Messen;3254;Balm b. Messen;Balm bei Messen;2014
SO;2541;Balm bei Günsberg;4524;Balmberg;Balmberg;2014
SO;2422;Balsthal;4710;Balsthal;Balsthal;2014
TG;4721;Bichelsee-Balterswil;8362;Balterswil;Ifwil;2014
VS;6281;Baltschieder;3937;Baltschieder;Baltschieder;2014
TI;5149;Bedigliora;6981;Banco;Banco;2014
BE;532;Bangerten;3256;Bangerten;Bangerten bei Dieterswil;2014
ZH;214;Dägerlen;8471;Bänk (Dägerlen);Bänk;2014
BE;323;Bannwil;4913;Bannwil;Bannwil;2014
BE;902;Langnau im Emmental;3552;Bärau;Bärau;2014
TI;5192;Lugano;6917;Barbengo;Barbengo;2014
FR;2243;Barberêche;1783;Barberêche;Barberêche;2014
ZH;111;Bäretswil;8344;Bäretswil;Bäretswil;2014
BE;302;Bargen (BE);3282;Bargen BE;Bargen;2014
SH;2931;Bargen (SH);8233;Bargen SH;Bargen;2014
BE;403;Bäriswil;3323;Bäriswil BE;Bäriswil;2014
AG;4005;Erlinsbach (AG);5017;Barmelweid;Barmelweid;2014
SO;2611;Bärschwil;4252;Bärschwil;Bärschwil;2014
SH;2920;Thayngen;8241;Barzheim;Barzheim;2014
TG;4536;Basadingen-Schlattingen;8254;Basadingen;Basadingen;2014
BS;2701;Basel;4000;Basel;Basel;2014
JU;6729;Haute-Sorne;2854;Bassecourt;Bassecourt;2014
ZH;52;Bassersdorf;8303;Bassersdorf;Bassersdorf;2014
VD;5703;Bassins;1269;Bassins;Bassins;2014
BE;533;Bätterkinden;3315;Bätterkinden;Bätterkinden;2014
SO;2471;Bättwil;4112;Bättwil;Bättwil;2014
UR;1204;Bauen;6466;Bauen;Bauen;2014
VD;5745;Baulmes;1446;Baulmes;Baulmes;2014
ZH;171;Bauma;8494;Bauma;Bauma;2014
VD;5746;Bavois;1372;Bavois;Le Coudray;2014
SG;3392;Kirchberg (SG);9602;Bazenheid;Bazenheid;2014
BE;571;Beatenberg;3803;Beatenberg;Beatenberg;2014
NW;1501;Beckenried;6375;Beckenried;Niederdorf;2014
TI;5148;Bedano;6930;Bedano;Bedano;2014
TI;5063;Bedretto;6781;Bedretto;Bedretto;2014
SH;2951;Beggingen;8228;Beggingen;Beggingen;2014
VD;5704;Begnins;1268;Begnins;Begnins;2014
AG;4224;Beinwil (Freiamt);5637;Beinwil (Freiamt);Beinwil (Freiamt);2014
AG;4131;Beinwil am See;5712;Beinwil am See;Beinwil am See;2014
SO;2612;Beinwil (SO);4229;Beinwil SO;Beinwil;2014
VS;6007;Naters;3914;Belalp;Belalp;2014
SO;2542;Bellach;4512;Bellach;Bellach;2014
BE;706;Saicourt;2713;Bellelay;Bellelay;2014
VD;5464;Vully-les-Lacs;1585;Bellerive VD;Bellerive;2014
GE;6606;Bellevue;1293;Bellevue;Bellevue;2014
AG;4022;Bellikon;5454;Bellikon;Bellikon;2014
TI;5002;Bellinzona;6500;Bellinzona;Bellinzona;2014
BE;732;Bellmund;2564;Bellmund;Bellmund;2014
VS;6052;Bellwald;3997;Bellwald;Bellwald;2014
VD;5581;Belmont-sur-Lausanne;1092;Belmont-Lausanne;Belmont-sur-Lausanne;2014
VD;5902;Belmont-sur-Yverdon;1432;Belmont-Yverdon;Belmont-sur-Yverdon;2014
BE;861;Belp;3123;Belp;Belp;2014
BE;861;Belp;3124;Belpberg;Belpberg;2014
BE;681;Belprahon;2744;Belprahon;Belprahon;2014
ZH;193;Fällanden;8121;Benglen;Benglen;2014
SG;3312;Benken (SG);8717;Benken SG;Benken;2014
ZH;22;Benken (ZH);8463;Benken ZH;Benken;2014
SZ;1301;Einsiedeln;8836;Bennau;Bennau;2014
BL;2882;Bennwil;4431;Bennwil;Bennwil;2014
AG;4234;Merenschwand;5636;Benzenschwil;Benzenschwil;2014
VD;5512;Bercher;1038;Bercher;Bercher;2014
ZH;23;Berg am Irchel;8415;Berg am Irchel;Berg am Irchel;2014
SG;3211;Berg (SG);9305;Berg SG;Berg;2014
AG;4023;Bergdietikon;8962;Bergdietikon;Kindhausen;2014
GR;3521;Bergün/Bravuogn;7482;Bergün/Bravuogn;Bergün/Bravuogn;2014
AG;4062;Berikon;8965;Berikon;Berikon;2014
SH;2932;Beringen;8222;Beringen;Beringen;2014
BE;972;Berken;3376;Berken;Berken;2014
FR;2087;Mézières (FR);1680;Berlens;Berlens;2014
TG;4801;Berlingen;8267;Berlingen;Berlingen;2014
BE;351;Bern;3000;Bern;Bern;2014
AI;3111;Oberegg;9442;Berneck;Berneck;2014
GE;6607;Bernex;1233;Bernex;Bernex;2014
SG;3444;Waldkirch;9304;Bernhardzell;Bernhardzell;2014
VD;5424;Berolle;1149;Berolle;Berolle;2014
LU;1081;Beromünster;6215;Beromünster;Beromünster;2014
SG;3298;Walenstadt;8892;Berschis;Berschis;2014
ZH;298;Wiesendangen;8543;Bertschikon;Bewangen;2014
ZH;115;Gossau (ZH);8614;Bertschikon Gossau;Bertschikon;2014
TI;5254;Mendrisio;6863;Besazio;Besazio;2014
AG;4226;Besenbüren;5627;Besenbüren;Besenbüren;2014
FR;2335;Saint-Martin (FR);1609;Besencens;Besencens;2014
GL;1631;Glarus Süd;8777;Betschwanden;Betschwanden;2014
VS;6205;Bettmeralp;3991;Betten;Betten;2014
BE;973;Bettenhausen;3366;Bettenhausen;Bettenhausen;2014
BS;2702;Bettingen;4126;Bettingen;Bettingen;2014
SO;2543;Bettlach;2544;Bettlach;Bettlach;2014
VS;6205;Bettmeralp;3992;Bettmeralp;Bettmeralp;2014
TG;4716;Bettwiesen;9553;Bettwiesen;Bettwiesen;2014
AG;4227;Bettwil;5618;Bettwil;Bettwil;2014
JU;6773;Beurnevésin;2935;Beurnevésin;Beurnevésin;2014
NE;6402;Bevaix;2022;Bevaix;Bevaix;2014
GR;3781;Bever;7502;Bever;Bever;2014
BE;682;Bévilard;2735;Bévilard;Bévilard;2014
VD;5402;Bex;1880;Bex;Bex;2014
TI;5281;Biasca;6710;Biasca;Biasca Stazione;2014
BE;662;Ferenbalm;3206;Biberen;Biberen;2014
SO;2513;Biberist;4562;Biberist;Biberist;2014
SH;2920;Thayngen;8242;Bibern SH;Bibern;2014
SO;2465;Buchegg;4578;Bibern SO;Bibern;2014
AG;4002;Biberstein;5023;Biberstein;Biberstein;2014
TG;4721;Bichelsee-Balterswil;8363;Bichelsee;Bichelsee;2014
SG;3407;Oberuzwil;9248;Bichwil;Bichwil;2014
TI;5226;Capriasca;6958;Bidogno;Bidogno;2014
VS;6073;Grafschaft;3989;Biel VS;Biel;2014
BE;371;Biel/Bienne;2500;Biel/Bienne;Biel/Bienne;2014
BL;2764;Biel-Benken;4105;Biel-Benken BL;Biel;2014
BE;406;Hasle bei Burgdorf;3419;Biembach;Biembach im Emmental;2014
VD;5425;Bière;1145;Bière;Bière;2014
SO;2445;Biezwil;4585;Biezwil;Biezwil;2014
BE;626;Walkringen;3513;Bigenthal;Bigenthal;2014
BE;603;Biglen;3507;Biglen;Biglen;2014
TI;5310;Cevio;6676;Bignasco;Bignasco;2014
TI;5226;Capriasca;6954;Bigorio;Bigorio;2014
FR;2063;Billens-Hennens;1681;Billens;Billens;2014
GL;1630;Glarus Nord;8865;Bilten;Bilten;2014
VS;6054;Binn;3996;Binn;Binn;2014
BL;2765;Binningen;4102;Binningen;Binningen;2014
ZH;195;Maur;8122;Binz;Binz;2014
TI;5151;Bioggio;6934;Bioggio;Bioggio;2014
VD;5903;Bioley-Magnoux;1407;Bioley-Magnoux;Bioley-Magnoux;2014
FR;2102;Ursy;1670;Bionnens;Bionnens;2014
VS;6007;Naters;3903;Birgisch;Birgisch;2014
ZH;242;Birmensdorf (ZH);8903;Birmensdorf ZH;Ruggen;2014
AG;4024;Birmenstorf (AG);5413;Birmenstorf AG;Birmenstorf;2014
TI;5238;Monteceneri;6804;Bironico;Bironico;2014
AG;4092;Birr;5242;Birr;Birr;2014
AG;4093;Birrhard;5244;Birrhard;Birrhard;2014
AG;4132;Birrwil;5708;Birrwil;Birrwil;2014
BL;2766;Birsfelden;4127;Birsfelden;Birsfelden;2014
TG;4901;Birwinken;8585;Birwinken;Birwinken;2014
TG;4471;Bischofszell;9220;Bischofszell;Bischofszell;2014
SZ;1367;Muotathal;6436;Bisisthal;Bisisthal;2014
TI;5154;Bissone;6816;Bissone;Bissone;2014
VS;6172;Bister;3983;Bister;Bister;2014
VS;6173;Bitsch;3982;Bitsch;Bitsch;2014
GR;3531;Bivio;7457;Bivio;Bivio;2014
BE;794;Zweisimmen;3771;Blankenburg;Blankenburg;2014
VS;6192;Blatten;3919;Blatten(Lötschen);Blatten;2014
BL;2781;Blauen;4223;Blauen;Blauen;2014
BE;564;Kandergrund;3717;Blausee-Mitholz;Blausee;2014
BE;324;Bleienbach;3368;Bleienbach;Bleienbach;2014
BE;619;Oberdiessbach;3674;Bleiken;Bleiken bei Oberdiessbach;2014
FR;2097;Rue;1675;Blessens;Blessens;2014
VD;5881;Blonay;1807;Blonay;Blonay;2014
BE;922;Blumenstein;3638;Blumenstein;Blumenstein;2014
AG;4302;Böbikon;5334;Böbikon;Böbikon;2014
BL;2842;Böckten;4461;Böckten;Böckten;2014
TI;5064;Bodio;6743;Bodio TI;Bodio;2014
JU;6702;Boécourt;2856;Boécourt;Boécourt;2014
VD;5747;Bofflens;1353;Bofflens;Bofflens;2014
VD;5705;Bogis-Bossey;1279;Bogis-Bossey;Bogis-Bossey;2014
TI;5192;Lugano;6951;Bogno;Bogno;2014
NE;6416;Milvignes;2014;Bôle;Bôle;2014
BE;359;Vechigen;3067;Boll;Boll;2014
BE;352;Bolligen;3065;Bolligen;Flugbrunnen;2014
SG;3340;Rapperswil-Jona;8715;Bollingen;Bollingen;2014
FR;2025;Lully (FR);1470;Bollion;Bollion;2014
BE;791;Boltigen;3766;Boltigen;Boltigen;2014
GR;3721;Bonaduz;7402;Bonaduz;Bonaduz;2014
TG;4951;Wigoltingen;8554;Bonau;Gehrau;2014
JU;6774;Boncourt;2926;Boncourt;Boncourt;2014
JU;6775;Bonfol;2944;Bonfol;Bonfol;2014
BE;572;Bönigen;3806;Bönigen;Bönigen;2014
SO;2571;Boningen;4618;Boningen;Boningen;2014
AG;4192;Boniswil;5706;Boniswil;Boniswil;2014
FR;2220;Le Mouret;1724;Bonnefontaine;Bonnefontaine;2014
ZH;3;Bonstetten;8906;Bonstetten;Schachen;2014
VD;5551;Bonvillars;1427;Bonvillars;Bonvillars;2014
ZH;82;Boppelsen;8113;Boppelsen;Boppelsen;2014
TI;5397;Centovalli;6658;Borgnone;Borgnone;2014
GR;3792;Bregaglia;7604;Borgonovo;Borgonovo;2014
TI;5151;Bioggio;6935;Bosco Luganese;Bosco Luganese;2014
TI;5304;Bosco/Gurin;6685;Bosco/Gurin;Bosco/Gurin;2014
FR;2295;Bösingen;3178;Bösingen;Bösingen;2014
FR;2323;Bossonnens;1615;Bossonnens;Bossonnens;2014
AG;4228;Boswil;5623;Boswil;Boswil;2014
VD;5514;Bottens;1041;Bottens;Bottens;2014
AG;4273;Bottenwil;4814;Bottenwil;Bottenwil;2014
FR;2123;Botterens;1652;Botterens;Botterens;2014
TG;4643;Bottighofen;8598;Bottighofen;Bottighofen;2014
BL;2767;Bottmingen;4103;Bottmingen;Bottmingen;2014
AG;4303;Böttstein;5315;Böttstein;Böttstein;2014
NE;6487;Val-de-Ruz;2043;Boudevilliers;Boudevilliers;2014
NE;6404;Boudry;2017;Boudry;Perreux;2014
VD;5426;Bougy-Villars;1172;Bougy-Villars;Bougy-Villars;2014
VD;5661;Boulens;1063;Boulens;Boulens;2014
FR;2337;Le Flon;1699;Bouloz;Bouloz;2014
VS;6032;Bourg-Saint-Pierre;1946;Bourg-St-Pierre;Bourg-St-Pierre;2014
FR;2304;St. Ursen;1722;Bourguillon;Römerswil;2014
VD;5472;Bournens;1035;Bournens;Bournens;2014
JU;6703;Bourrignon;2803;Bourrignon;Bourrignon;2014
VD;5473;Boussens;1034;Boussens;Boussens;2014
VS;6154;Port-Valais;1897;Bouveret;Bouveret;2014
NE;6512;Val-de-Travers;2113;Boveresse;Boveresse;2014
VS;6131;Bovernier;1932;Bovernier;Bovernier;2014
BE;605;Bowil;3533;Bowil;Oberhofen im Emmental;2014
AG;4124;Bözberg;5225;Bözberg;Altstalden;2014
AG;4094;Bözen;5076;Bözen;Bözen;2014
GR;3803;Braggio;6544;Braggio;Braggio;2014
GR;3746;Zernez;7527;Brail;Brail;2014
LU;1007;Romoos;6167;Bramboden;Bramboden;2014
VS;6266;Sion;1967;Bramois;Bramois;2014
VS;6118;Gampel-Bratsch;3957;Bratsch;Bratsch;2014
TG;4723;Braunau;9502;Braunau;Braunau;2014
GL;1631;Glarus Süd;8784;Braunwald;Braunwald;2014
TI;5192;Lugano;6979;Brè sopra Lugano;Brè sopra Lugano;2014
TI;5192;Lugano;6932;Breganzona;Breganzona;2014
GR;3981;Breil/Brigels;7165;Breil/Brigels;Breil/Brigels;2014
SO;2613;Breitenbach;4226;Breitenbach;Breitenbach;2014
VD;5622;Bremblens;1121;Bremblens;Bremblens;2014
AG;4063;Bremgarten (AG);5620;Bremgarten AG;Bremgarten;2014
BE;353;Bremgarten bei Bern;3047;Bremgarten b. Bern;Bremgarten bei Bern;2014
VD;5662;Brenles;1683;Brenles;Brenles;2014
TI;5237;Alto Malcantone;6937;Breno;Breno;2014
VD;5886;Montreux;1817;Brent;Brent;2014
BE;606;Brenzikofen;3671;Brenzikofen;Brenzikofen;2014
JU;6790;Fontenais;2904;Bressaucourt;Bressaucourt;2014
VD;5515;Bretigny-sur-Morrens;1053;Bretigny-Morrens;Bretigny-sur-Morrens;2014
VD;5748;Bretonnières;1329;Bretonnières;Bretonnières;2014
BL;2883;Bretzwil;4207;Bretzwil;Bretzwil;2014
GR;3512;Brienz/Brinzauls;7084;Brienz/Brinzauls;Vazerol;2014
BE;574;Brienzwiler;3856;Brienzwiler;Brienzwiler;2014
VS;6002;Brig-Glis;3900;Brig;Brig;2014
TI;5095;Brione (Verzasca);6634;Brione (Verzasca);Brione (Verzasca);2014
TI;5096;Brione sopra Minusio;6645;Brione s. Minusio;Brione sopra Minusio;2014
BL;2782;Brislach;4225;Brislach;Brislach;2014
TI;5097;Brissago;6614;Brissago;Brissago;2014
UR;1216;Silenen;6475;Bristen;Golzern;2014
SO;2465;Buchegg;4588;Brittern;Brittern;2014
AG;4274;Brittnau;4805;Brittnau;Brittnau;2014
FR;2124;Broc;1636;Broc;Broc;2014
TI;5323;Lavizzara;6693;Broglio;Broglio;2014
SG;3427;Wil (SG);9552;Bronschhofen;Bronschhofen;2014
TI;5323;Lavizzara;6692;Brontallo;Brontallo;2014
